From,to,Name,Agents,Results ,Type,Label,Place (modern),Historic affiliation,Archival sources,WIKIDATA ENTITY ID,WIKIDATA COUNTRY ID,COUNTRY NAME,WIKIDATA LOCATION ID,WIKIDATA LOCATION NAME
1797,1797,Riot,Riot and assault and attempted rescue in court during the trial of Arthur O'Connor at Maidstone,Sackville / Earl of Thanet / and others accused / with references to similar cases.,law enforcement,Maidstone / England,Maidstone / England,British Empire,UK National Archives / KB 33/8/1,#,#,#,#,#
1797,1797,Riot,suppression of a large armed mob who had taken lists relating to the Supplementary Militia from some of the constables on their way to Bakewell,The magistrates draw attention to the need for further protection on the days of ballot and attestation / and in pursuing the ringleaders of the riot and in taking evidence from witnesses. [Folio 309 not used].,military regulations / peace-keeping,Bakewell / England,Bakewell / England,British Empire,UK National Archives / HO 42/40/142,#,#,#,#,#
1797,1797,Impressment riot,riot at Cockbridge against the swearing and enrolling of ballotted men and substitutes for the [Supplementary] Militia. [The magistrates] had begun the proceedings when the rioters forced their way into the room armed with bludgeons / protesting against any swearing in of militia. Mr Knubley / a fellow magistrate who had put on his hat / was violently struck on the head with a bludgeon / but this was the only violent act they received. The rioters took all the papers and the new testament and burned them on the fire after which they deemed they had done enough / although drinking and confusion prevailed. The landlord advised that the magistrates should forego their dinner there for their own safety and the safety of the house as he had heard that they planned further mischief / and so the magistrates left by horse. Saunderson / the [window tax] surveyor / did not heed the advice and remained. He was rolled in the mud by the rioters and obliged to give them two barrels of ale and made to promise he would charge no more horses to duty. Mr Blennerhassett / High Constable / was also hunted down and would have suffered severely had not some taken pity on him and let him escape. The chief protagonists in this riot were from Bassenthwaite. ,The rioters returned in the late evening when the surveyor was at dinner and forced their way in. A young woman tried to hinder their progress and was thrown over the banisters. She was not injured but caught by people below. Upwards of 400 people were involved but the mischief was perpetrated by about 25 / the rest looking passively on. Most of the rioters are known but not all. Satterthwaite states that the swearing in and enrolling at Whitehaven had been adjourned to a later date.,military regulations / peace-keeping,Cockbridge / England,Cockbridge / England,British Empire,UK National Archives / HO 42/40/188,#,#,#,#,#
1797,1797,Militia Law Riot,riot on 1 April 1795: The riot was caused by constables serving notices of the execution of the Militia Law (reference also to opposition to the 'Act for raising Land and Seamen') to all the parishes instead of 'some few'.,"2 collective petitions on behalf of John Williams and Robert Roberts / convicted (together with Edward Jones / John Jones and Hugh Davis, sentences are: Edward Jones / 4 years imprisonment, John Jones 4 years imprisonment and Hugh Davis / 3 years imprisonment) at the Great Sessions for Denbighshire at Ruthin",military regulations / peace-keeping,Denbighshire / England,Denbighshire / England,British Empire,UK National Archives / HO 47/21/30,#,#,#,#,#
1797,1797,Nore mutinies,two mutinies by sailors of the British Royal Navy,#,military regulations / peace-keeping,Nore / England,Nore / England,British Empire,#,#,#,#,#,#
1797,1797,Spithead mutinies,mutiny by sailors of the British Royal Navy,#,military regulations / peace-keeping,Spithead / England,Spithead / England,British Empire,#,#,#,#,#,#
1797,1797,Massacre of Tranent / Tranent Militia Riot,took place on 29 August 1797 in the town of Tranent / following a proclamation by local people to object to the conscription of Scots into the British Militia,escalated mass protest with heavy casulties,military regulations / peace-keeping,Tranent / East Lothian / Scotland,Tranent / East Lothian / Scotland,British Empire,#,#,#,#,#,#
1797,1797,Riot,George Philpot / doorkeeper for William Pacey / convicted at the Middlesex Quarter Sessions[?] on 31 December 1796 / under the Lottery Act by the Commissioners of the Stamp Duties. William Pacey ran an illegal lottery office: Pacey and Treadaway then discussed the riot further and discussed escape to the country / once the Lottery had been drawn. The assembled made a pact that they would murder anyone who discovered what had been done and the men would be replaced by everyone paying in £20 to 'keep a set of good Men to serve any persons in the same manner who came to disturb them'.,#,personal gain,Middlesex / England,Middlesex / England,British Empire,UK National Archives / HO 47/21/1,#,#,#,#,#
1797,1797,Rugby School Rebellion,mutiny of the boys at Rugby School against the headmaster / Dr Henry Ingles,#,political freedoms / personal rights,Rugby / England,Rugby / England / Britain,British Empire,#,#,#,#,#,#
1797,1797,Riot,"riot near Bath on Thursday [14 December] between 200 and 300 men with faces blackened / armed with bludgeons / who entered the house of a sheargrinder at Nunney near Froome [Frome] and demolished shears, rioters numbering 800 or 900 then proceeded to Twerton with a view to hanging Bamford and 2 of his men and burning down Bamford's works and those of Culliford and Company across the river.","cavalry faced the rioters, twelve men taken into custody and the other rioters disbanded, prisoners examined but no sufficient proof",social / economic,Somerset / England,Somerset / England,British Empire,UK National Archives / HO 42/41/6,#,#,#,#,#
1797,1797,Suspected Riot,[Lord Lieutenant of Gloucestershire]: concern that the people will riot unless the circulation of cash / for the principal clothiers in the neighbourhood to pay their workmen / happens within a week / the country bankers issuing none at present. Berkeley states that there are no troops locally as they have all been ordered to march with General [James Rooke] to Milford [Pembrokeshire].,#,social / economic,Gloucestershire / England,Gloucestershire / England,British Empire,UK National Archives / HO 42/40/136,#,#,#,#,#
1797,1797,Riot,"riot and the damage to a shop and windows / property of Bradford Norbury / corn dealer at Stockport Marker Place / on 1 August 1795, Reverend Charles Prescot was the magistrate who read the Riot Act on the day of the riot. ","petitions on behalf of William Cadman and John Williams / convicted (with Thomas Taylor and Samuel Orr, Taylor received 12 months imprisonment, Orr received 6 months imprisonment) / at the Chester Assizes / in August 1795, grounds for clemency: both have families to support who are currently in distress / already served 16 months in prison and good behaviour during confinement. Recommendation: remission of sentence on condition that the securities are given as stated in initial sentence.",social / economic,Stockport / England,Stockport / England,British Empire,UK National Archives / HO 47/21/6,#,#,#,#,#
1797,1797,Bali street incident,Six French navy vessels vs. six British East India Company ships,#,colonial expansion / consolidation,Bali,Bali Strait,British Empire / Republic of France,#,Q20011866,#,#,Q604492,Bali Strait
1797,#,Invasion of Trinidad,Part of the French Revolutionary Wars. The Capture of Trinidad / 17 February 1797 by Nicholas Pocock. ,#,international,Trinidad,Trinidad island,British Empire / Republic of France,#,Q6059706,#,#,Q128323,Trinidad island
1798,1798,Anticipated riots against law enforcement,Sharman had found out that Frost was arranging for a mob to cause a riot on the day he was to be pilloried and wrote to Mr Dundas / [former Home Secretary] with this information. ,As a result Frost was not pilloried / and a mob was avoided.,alleged / planned,London / England,London / England,British Empire,UK National Archives / HO 42/43/25,#,#,#,#,#
1798,1798,Riot,On 16 October 1798 the office was attacked by a mob and shooting took place. James Eyres was brought to trial for his part in the riot and also for the murder of Gabriel Franks.,#,context unclear,London / England,London / England,British Empire,London Metropolitan Archives: City of London ACC/1230/004,#,#,#,#,#
1798,1798,Irish Rebellion / United Irish Rising (failed),launched by the United Irishmen / aimed at severing the connection with Great Britain and establishing an Irish Republic,failed,government,Ireland (in particular Leinster and Ulster,Ulster / Ireland,British Empire,#,#,#,#,#,#
1798,1798,Wapping Riot,Riot in Wapping over conviction of a coalship worker and in opposition to new marine police protecting West India merchants' property from pillage on the Thames,despite initial opposition / the marine police scheme eventually proved effective,law enforcement,Wapping / Middlesex / England,Wapping / Middlesex / England,British Empire,Hampshire Archives and Local Studies 38M49/6/2/1-33 / London Metropolitan Archives: City of London ACC/1230,#,#,#,#,#
1798,1798,Battle of Rathangan,in the context of the Irish Rebellion,British victory / rebels repulsed 28 May,military regulations / peace-keeping,Rathangan / County Kildare / Ireland,Rathangan / County Kildare / Ireland,British Empire,#,Q27627600,#,#,Q2346757,Rathangan / County Kildare / Ireland
1798,1798,Riot,affray at Southwell on 26 July involving Lieutenant [Charles Morgan] and other soldiers of the 76th Regiment / in which a townsman was wounded. Enclosed are the statements of Richard Harris / W Picker and W Stevenson sworn on 27 July 1798 before Sutton and Becher / magistrates for the Liberty of Southwell. Harris states that Morgan 'was in liquor' and his conversation was about Irish affairs. Morgan had said that no English lord should sit as lord lieutenant for Ireland and that the rebels in Ireland were gentlemen of honour. Harris / in the kitchen of the Saracen's Head  / warned him to be careful what he said / at which Morgan told him to mind his own business and one of the soldiers drew his sword. Picker states that Morgan was talking of the Irish business. One of the sergeants then claimed that Picker had said that Morgan was not a gentleman. After an altercation the sergeant struck Picker with his fist then Morgan also struck him. Stevenson states that he was at Mr Mansford's / the Cross Keys  / Southwell / when Mr Hinds / an ostler from the Saracen's Head  / asked for Buckler / the constable. The constable was not there / but Mansford said that soldiers were fighting. Stevenson ran out and saw Morgan struggling to get out of the house and the soldiers trying to keep him in. Edward Carney / a sergeant / then came out with his sword drawn. He struck Samuel Cooke across the thigh with his sword. Cooke then ran to Mr Mansford's door where James Rogart / Mansford's servant / stood with his back to the wall. The sergeant gave an oath and struck Rogart with his sword with all his might / leaving him bleeding. The sergeant then ran to Mr Little's shop door and the mob ran to get out of his way. He turned and ran after Stevenson who gave him the slip but he struck William Hall with his sword across the shoulder / not wounding him as the sword broke. He then ran after Harris with a sweeping brush when Harris was called upon by the constable to assist him. Cooke then came up to the sergeant and knocked him down. Also enclosed is a note from J Faulkner [surgeon] regarding James Raggart [Rogart] who was wounded in the affray. Raggart's wound is said to be very extensive and the inflammation considerable. Annotated: extract of letter and enclosures sent to Colonel [Robert Brownrigg] / [Military Secretary to the Duke of York / Commander-in-Chief].,Sutton and his fellow magistrate / the Reverend [John Thomas Becher] / investigated,political freedoms / personal rights,Southwell / England,Southwell / England,British Empire,UK National Archives / HO 42/44/76,#,#,#,#,#
