"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"MKG45QYT","book","1779","Parliament of Great Britain","An Act for punishing mutiny and desertion, and for the better payment of the army and their quarters","","","","","","","1779","2020-06-03 15:33:34","2020-06-03 15:33:34","","","[2],5-138,67,[1]p. ; 8⁰.","","","","","","","","","","Charles Eyre and William Strahan","London","","","","Copac","","Jisc","","00000","","","","East India Company.; #AmericanRevolution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TXY5B78Z","bookSection","1979","Hofstadter, Richard","The Paranoid Style in American Politics","The Fear of Conspiracy: Images of Un-American Subversion from the Revolution to the Present","","","","","","1979","2020-06-03 15:33:34","2020-06-03 15:33:34","","2-8","","","","","","Paranoid Style","","","","","Cornell University Press","Ithaca and London","","","","","","","","","","","","#AmericanRevolution","","Davis, David Brion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4FQT259E","book","1777","Korn, Christoph Heinrich","Geschichte der Kriege in und ausser Europa","","","","","","","1777","2020-06-03 15:33:34","2020-06-03 15:33:34","","","","","","9","","Geschichte der Kriege","","","","","Gabriel Nikolaus Raspe","Nürnberg","de","","","","","","","","","","","#AmericanRevolution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SNTSV4XF","book","1924","Mumby, Frank Arthur 1872-","George III and the American Revolution","","","","","","","1924","2020-06-03 15:33:34","2020-06-03 15:33:34","","","v. front., ports., facsim. 23 cm.","","","","","George III","","","","","Constable & Company ltd","London [etc.]","English","","","Copac","","Jisc","","00000","","","","United States -- Politics and government -- 1775-1783.; Great Britain -- Colonies -- America.; George III King of Great Britain 1738-1820 -- Views on United States.; George III, King of Great Britain 1738-1820; Great Britain -- History -- 1760-1789.; United States -- History -- Revolution -- Sources.; United States -- History -- Revolution, 1775-1783 -- Sources.; United States -- Politics and government -- Revolution.; #AmericanRevolution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45EHQXPU","book","1776","Paine, Thomas","Common sense: with the whole appendix: the address to the Quakers: also, the Large additions, and A dialogue between the ghost of General Montgomery, just arrived from the Elysian fields; and an American delegate in a wood, near Philadelphia: on the grand subject of American independency","","","","","","","1776","2020-06-03 15:33:34","2020-06-03 15:33:34","","","3 p. ., 79, [4], 82-147, [1] 16 p. ; 21 cm.","","","","","Common sense","","","","","R. Bell","Philadelphia","English","","","Copac","","Jisc","","00001","","","","Monarchy.; United States -- Politics and government -- 1775-1783.; Politics; Philadelphia Yearly Meeting of the Religious Society of Friends. -- Ancient testimony and principle of the people called Quakers renewed, with respect to the king and government.; #AmericanRevolution","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66VZDVBU","encyclopediaArticle","2013","","Duke of Buccleuch","Wikipedia","","","","http://de.wikipedia.org/w/index.php?title=Duke_of_Buccleuch&oldid=118599206","Duke of Buccleuch [bəˈkluː] ist ein erblicher britischer Adelstitel der Familie Montagu-Douglas-Scott in der Peerage of Scotland. Der Titel leitet sich von einer Siedlung in der Nähe von Selkirk, Scottish Borders, ab.","2013-10-27","2020-06-03 15:33:34","2020-06-03 15:33:34","2013-10-31 17:42:45","","","","","","","","","","","","","","de","Creative Commons Attribution-ShareAlike License","","","","Wikipedia","","Page Version ID: 118599206","","C:\Users\mobarget\Zotero\storage\MX7Q4L4I\index.html","","#ProtestantRiotsScotland; #GordonRiots","","Wikipedia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T6GHATWV","artwork","1779","","A Scotsman in Highland dress seated with his legs down two latrines, grasping the ""Act for establishing Popery""; satirizing the Scottish rejection of the Catholic Relief Act. Etching, 1779.","","","","","http://wellcomeimages.org/indexplus/miropac/V0011288.html","1 print : etching ; platemark 35.5 x 25.2 cm.","1779-06-04","2020-06-03 15:33:34","2020-06-03 15:33:34","","","","","","","","Scotsman in Highland Dress","","","","","","","English","","","Copac","","Copac","","","","","","Jacobites.; Scotland; Act of state.; Sawney.; Toilets.; #ProtestantRiotsScotland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76NBGCDW","book","1779","Anon.","A narrative of the late riots at Edinburgh and a vindication of its magistracy; against the charges advanced in the memorial for the Papists of Scotland [entitled: A memorial to the public in behalf of the Roman Catholics of Edinburgh and Glasgow, etc.]","","","","","","","1779","2020-06-03 15:33:34","2020-06-03 15:33:34","","","4º.","","","","","Narrative of the late riots","","","","","s.n.","London","","","","Copac","","Jisc","","00000","","","","Edinburgh (Scotland); #ProtestantRiotsScotland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z55F9KSF","book","1779","Hay, George","A memorial to the public: in behalf of the Roman Catholics of Edinburgh and Glasgow; containing, an account of the late riot against them on the second and following days of February, 1779","","","","","","","1779","2020-06-03 15:33:34","2020-06-03 15:33:34","","","[2],48p. ; 8⁰.","","","","","Memorial to the public","","","","","J. P. Coghlan","London","English","","","Copac","","Copac","","","","","","#ProtestantRiotsScotland","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2G269RBC","presentation","2015","Bankes, Sophie","James Lackington and the Gordon Riots: the Reform of an 'Infidel'","","","","","","","2015-01-08","2020-06-03 15:33:34","2020-06-03 15:33:34","","","","","","","","James Lackington","","","","","","Ho Tim Room, St. Hugh's College, Oxford","","","conference talk","","","","","00000","","","","#GordonRiots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","British Society of Eighteenth-Century Studies, 44th Annual Conference, Panel 6: Taking arms: Political Identities","","","","","","","","","","","","","","","",""
"W53QJK4R","book","1958","Hibbert, Christopher","King Mob: The story of Lord George Gordon and the riots of 1780","","","","","","","1958","2020-06-03 15:33:34","2020-06-03 15:33:34","","","184","","","","","King Mob","","","","","Longmans, Green","London etc.","","","","","","Library Catalog - opc4.kb.nl","","","","C:\Users\mobarget\Zotero\storage\H2GQMTTH\SHW.html","","#GordonRiots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U7ZSRGNH","webpage","1900","Griffin, Dustin","The Gordon Riots Politics, Culture and Insurrection in Late Eighteenth Century Britain","English literature 1700-1830","","","","","In this book, Dustin Griffin explores the lifelong conversation between two great eighteenth-century English writers, Swift and Pope.","1900","2020-06-03 15:33:34","2020-06-03 15:33:34","2014-10-15 14:35:28","","","","","","","","","","","","","","","","Cambridge University Press","","","","","00000","","C:\Users\mobarget\Zotero\storage\JJAKVGIT\gordon-riots-politics-culture-and-insurrection-late-eighteenth-century-britain.html","","#GordonRiots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
